topic|year|exam|exercise|statement
formulacion|2009|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Ácido crómico; b) Hidróxido de cobre(ID);
c) Penta-2-01; d) SrO,; e) AIH; ; f£) CH, =CHCH,CH=CH,."
formulacion|2010|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Nitrito de plata; b) Hidróxido de magnesio;
€) 1,1 Dicloroetano; d) MoO, ; e) Ca;(PO,), ; f£) CH,0OHCH,OH"
formulacion|2010|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Peróxido de rubidio; b) Hidrogenocarbonato
de calcio; c) Butanona; d) BeH, ; €e) HCIO,; £) CH,CONH,"
formulacion|2010|Reserva 1|Ejercicio 1 Opción A|"Formule 0 nombre los siguientes compuestos: a) Permanganato de bario; b) Peróxido de
potasio; c) Triclorometano; d) HgO ; e) ZnS; f) CH, = CHCH,"
formulacion|2010|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Hidrogenocarbonato de sodio; b) Hidróxido de
cobre(1); c) Pent-1-ino; d) Ca(BrO,),; e) PH;; f£) CH,CH,CHO"
formulacion|2010|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Pentafluoruro de antimonio; b) Óxido de
plomo(I1); c) Hex-4-en-2-01; d) V,O ;; e) HNO,; f) CH,C=CCH,"
formulacion|2010|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Sulfato de manganeso (II); b) Hidróxido de
cesio; c) Fenol; d) TiO,; e) CaHPO,; f) CH,CH,CH,OCH,"
formulacion|2010|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Sulfito de potasio; b) Hidróxido de estroncio;
c) Ciclobutano; d) NaCIO; e) CO,; £) CH,NHCH,;"
formulacion|2010|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Bromuro de hidrógeno; b) Carbonato de
calcio; c) Acido butanodioico; d) ZnH, ; e) AgOH ; f) CH,CH,CI"
formulacion|2010|Reserva 4|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Dióxido de azufre; b) Ácido hipobromoso;
c) Buta-1,3-dieno; d) Na,0,; e) BaCO, ; f£) CH,CH,CH,COCH,"
formulacion|2010|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Seleniuro de hidrógeno; b) Hidróxido de
cobalto(I); c) Propilamina d) PbCrO, e) Au,0;; £) CH,CH,OH"
formulacion|2010|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Peróxido de hidrógeno; b) Hidrogenosulfito de
cobre(1I); ) 2,2,4-trimetilpentano; d) KCIO,; e) Fe(OH), ; f) CH,COOH"
formulacion|2010|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Cromato de plata; b) Óxido de estaño(IV);
c) But-1l-eno; d) CaBr,; e) Zn(OH), ; f) CH,CHOHCH,"
formulacion|2010|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Nitrito de plata; b) Hidróxido de magnesio;
€) 1,1 Dicloroetano; d) MoO, ; e) Ca;(PO,), ; f£) CH,0OHCH,OH"
formulacion|2010|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Peróxido de rubidio; b) Hidrogenocarbonato
de calcio; c) Butanona; d) BeH, ; €e) HCIO,; £) CH,CONH,"
formulacion|2010|Reserva 1|Ejercicio 1 Opción A|"Formule 0 nombre los siguientes compuestos: a) Permanganato de bario; b) Peróxido de
potasio; c) Triclorometano; d) HgO ; e) ZnS; f) CH, = CHCH,"
formulacion|2010|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Hidrogenocarbonato de sodio; b) Hidróxido de
cobre(1); c) Pent-1-ino; d) Ca(BrO,),; e) PH;; f£) CH,CH,CHO"
formulacion|2010|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Pentafluoruro de antimonio; b) Óxido de
plomo(I1); c) Hex-4-en-2-01; d) V,O ;; e) HNO,; f) CH,C=CCH,"
formulacion|2010|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Sulfato de manganeso (II); b) Hidróxido de
cesio; c) Fenol; d) TiO,; e) CaHPO,; f) CH,CH,CH,OCH,"
formulacion|2010|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Sulfito de potasio; b) Hidróxido de estroncio;
c) Ciclobutano; d) NaCIO; e) CO,; £) CH,NHCH,;"
formulacion|2010|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Bromuro de hidrógeno; b) Carbonato de
calcio; c) Acido butanodioico; d) ZnH, ; e) AgOH ; f) CH,CH,CI"
formulacion|2010|Reserva 4|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Dióxido de azufre; b) Ácido hipobromoso;
c) Buta-1,3-dieno; d) Na,0,; e) BaCO, ; f£) CH,CH,CH,COCH,"
formulacion|2010|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Seleniuro de hidrógeno; b) Hidróxido de
cobalto(I); c) Propilamina d) PbCrO, e) Au,0;; £) CH,CH,OH"
formulacion|2010|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Peróxido de hidrógeno; b) Hidrogenosulfito de
cobre(1I); ) 2,2,4-trimetilpentano; d) KCIO,; e) Fe(OH), ; f) CH,COOH"
formulacion|2010|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Cromato de plata; b) Óxido de estaño(IV);
c) But-1l-eno; d) CaBr,; e) Zn(OH), ; f) CH,CHOHCH,"
formulacion|2011|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Óxido de níquel(IID); b) Hidróxido de
estroncio; c) Nitrobenceno; d) PbBr,; e) Zn(NO,),; f£) CH, = CHCH,CH,CH,"
formulacion|2011|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Ácido hipobromoso; b) Hidróxido de
cobre(II); c) Acido 2-aminopropanoico; d) Ca0, ; e) NaHCO;,; f) CH, = CHCH,CHO"
formulacion|2011|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Ácido fosfórico; b) Permanganato de bario;
c) Propino; d) SrO; e) Sc(OH); ; £) CH,OHCH,CH,OH"
formulacion|2011|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Peróxido de Bario; b) Óxido de cobalto(IIT);
c) But-2-enal; d) HCIO; e) CdI,; f£) CH,CH ,NH,"
formulacion|2011|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Dióxido de azufre; b) Nitrato de amonio;
c) Pentan-2-ona; d) HCIO, ; e) Ni,Se ;; f) CH,CI,"
formulacion|2011|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Carbonato de aluminio; b) Yoduro de
plomo(1D); c) Ácido propinoico; d) Ca(OH),; e) HBr0;; f) CH,CHOHCH,COOH"
formulacion|2011|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Hidróxido de hierro(ID); b) Sulfuro de
hidrógeno; c) Metilbenceno; d) Mg(HSO ,), ; e) HPO ;; £) CH,CH(CH,)CH(CH;)CH,CH,"
formulacion|2011|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Peróxido de sodio; b) Hidrogenosulfito de
cinc; c) Propano-1,2-diol; d) CuCl,; e) Pb(HS), ; f£) CH,CHO"
formulacion|2011|Reserva 4|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Óxido de níquel(ID); b) Carbonato de sodio;
€) 1,1-Dicloroetano; d) AgOH; e) NaH; f) CH=CCH,"
formulacion|2011|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Bromuro de hidrógeno; b) Ácido nitroso;
c) 2-Metilbut-2-eno; d) K ,0,; e) Pb(CIO,), ; f£) CH,COCH,CH,"
formulacion|2011|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Óxido de calcio; b) Ácido bórico;
c) Hepta-2,4-dieno; d) Na,SO ; €e) SnS ,; f£) CH,CH= CHOH"
formulacion|2011|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Sulfuro de manganeso(III);
b) Hidrogenocarbonato de cadmio; c) Acido benzoico; d) K ,Cr,O,; €e) Rb,0,;
1) CA=CCOOH l"
formulacion|2011|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Óxido de níquel(IID); b) Hidróxido de
estroncio; c) Nitrobenceno; d) PbBr,; e) Zn(NO,),; f£) CH, = CHCH,CH,CH,"
formulacion|2011|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Ácido hipobromoso; b) Hidróxido de
cobre(II); c) Acido 2-aminopropanoico; d) Ca0, ; e) NaHCO;,; f) CH, = CHCH,CHO"
formulacion|2011|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Ácido fosfórico; b) Permanganato de bario;
c) Propino; d) SrO; e) Sc(OH); ; £) CH,OHCH,CH,OH"
formulacion|2011|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Peróxido de Bario; b) Óxido de cobalto(IIT);
c) But-2-enal; d) HCIO; e) CdI,; f£) CH,CH ,NH,"
formulacion|2011|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Dióxido de azufre; b) Nitrato de amonio;
c) Pentan-2-ona; d) HCIO, ; e) Ni,Se ;; f) CH,CI,"
formulacion|2011|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Carbonato de aluminio; b) Yoduro de
plomo(1D); c) Ácido propinoico; d) Ca(OH),; e) HBr0;; f) CH,CHOHCH,COOH"
formulacion|2011|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Hidróxido de hierro(ID); b) Sulfuro de
hidrógeno; c) Metilbenceno; d) Mg(HSO ,), ; e) HPO ;; £) CH,CH(CH,)CH(CH;)CH,CH,"
formulacion|2011|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Peróxido de sodio; b) Hidrogenosulfito de
cinc; c) Propano-1,2-diol; d) CuCl,; e) Pb(HS), ; f£) CH,CHO"
formulacion|2011|Reserva 4|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Óxido de níquel(ID); b) Carbonato de sodio;
€) 1,1-Dicloroetano; d) AgOH; e) NaH; f) CH=CCH,"
formulacion|2011|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Bromuro de hidrógeno; b) Ácido nitroso;
c) 2-Metilbut-2-eno; d) K ,0,; e) Pb(CIO,), ; f£) CH,COCH,CH,"
formulacion|2011|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Óxido de calcio; b) Ácido bórico;
c) Hepta-2,4-dieno; d) Na,SO ; €e) SnS ,; f£) CH,CH= CHOH"
formulacion|2011|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Sulfuro de manganeso(III);
b) Hidrogenocarbonato de cadmio; c) Acido benzoico; d) K ,Cr,O,; €e) Rb,0,;
1) CA=CCOOH l"
formulacion|2012|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Bromato de aluminio; b) Tetrahidruro de
silicio; c) Penta-1,3-dieno; d) KH ,PO ; e) Ca0; f£) CH,CHO"
formulacion|2012|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Ácido selenioso; b) Óxido de titanio(IV);
c) Etanamina; d) SF ;; e) KNO;; f£) CH,CH,COCH,CH,;"
formulacion|2012|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Ácido clórico; b) Seleniuro de hidrógeno;
c) Propanal; d) SiCl,; e) NaHCO,; f) CH,OCH;,."
formulacion|2012|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Fosfato de hierro(IIT); b) Hidruro de berilio;
c) Nitrobenceno; d) CO; e) CuBr, ; f£) CH,NH,."
formulacion|2012|Reserva 2|Ejercicio 1 Opción A|"Formule 0 nombre los siguientes compuestos: a) Dicromato de plata; b) Hidróxido de
vanadio(V) ; c) Butan-2-ol; d) MnO,; e) HIO,; f£) CH,COOH"
formulacion|2012|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Peróxido de calcio; b) Sulfuro de hidrógeno;
c) 1,2-Dicloroetano; d) KMnO, ; e) LiH ; f£) HCHO."
formulacion|2012|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Ácido fosfórico; b) Bromuro de magnesio;
c) Acido benzoico; d) K ,SO ;; e) Be(OH),; £) CH,CHO"
formulacion|2012|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Nitrato de hierro(III); b) Óxido de litio;
c) Metanol; d) CaH,; e) HBrO; f) CH, =CHCH,CH=CH,"
formulacion|2012|Reserva 4|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Peróxido de estroncio; b) Nitrato de hierro(IT)
c) Dietilamina; d) H,S ; e) Cr(OH),; f£) CH,COCH,"
formulacion|2012|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Hipoyodito de calcio; b) Óxido de cobalto(III)
c) Fenol; d) NaHSO ; e) CuH,; f£) CH,CH,CONH,"
formulacion|2012|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Hidróxido de estaño(IV); b) Perclorato de
sodio; c) Propino; d) K ,0,; e) (NH,),S; f) CH,COOCH,"
formulacion|2012|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Hidruro de magnesio; b) Ácido nítrico;
c) 1,2-Dimetilbenceno; d) Na,CrO ,; e) CsCl; £) HOCH,CHO"
formulacion|2012|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Bromato de aluminio; b) Tetrahidruro de
silicio; c) Penta-1,3-dieno; d) KH ,PO ; e) Ca0; f£) CH,CHO"
formulacion|2012|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Ácido selenioso; b) Óxido de titanio(IV);
c) Etanamina; d) SF ;; e) KNO;; f£) CH,CH,COCH,CH,;"
formulacion|2012|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Ácido clórico; b) Seleniuro de hidrógeno;
c) Propanal; d) SiCl,; e) NaHCO,; f) CH,OCH;,."
formulacion|2012|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Fosfato de hierro(IIT); b) Hidruro de berilio;
c) Nitrobenceno; d) CO; e) CuBr, ; f£) CH,NH,."
formulacion|2012|Reserva 2|Ejercicio 1 Opción A|"Formule 0 nombre los siguientes compuestos: a) Dicromato de plata; b) Hidróxido de
vanadio(V) ; c) Butan-2-ol; d) MnO,; e) HIO,; f£) CH,COOH"
formulacion|2012|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Peróxido de calcio; b) Sulfuro de hidrógeno;
c) 1,2-Dicloroetano; d) KMnO, ; e) LiH ; f£) HCHO."
formulacion|2012|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Ácido fosfórico; b) Bromuro de magnesio;
c) Acido benzoico; d) K ,SO ;; e) Be(OH),; £) CH,CHO"
formulacion|2012|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Nitrato de hierro(III); b) Óxido de litio;
c) Metanol; d) CaH,; e) HBrO; f) CH, =CHCH,CH=CH,"
formulacion|2012|Reserva 4|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Peróxido de estroncio; b) Nitrato de hierro(IT)
c) Dietilamina; d) H,S ; e) Cr(OH),; f£) CH,COCH,"
formulacion|2012|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Hipoyodito de calcio; b) Óxido de cobalto(III)
c) Fenol; d) NaHSO ; e) CuH,; f£) CH,CH,CONH,"
formulacion|2012|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Hidróxido de estaño(IV); b) Perclorato de
sodio; c) Propino; d) K ,0,; e) (NH,),S; f) CH,COOCH,"
formulacion|2012|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Hidruro de magnesio; b) Ácido nítrico;
c) 1,2-Dimetilbenceno; d) Na,CrO ,; e) CsCl; £) HOCH,CHO"
formulacion|2013|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Hidróxido de paladio(II); b) Ácido sulfúrico;
c) Acido 2-aminopropanoico; d) BeH,; €e) Ag;AsO ; f) CH,CH,CH,OH"
formulacion|2013|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Peróxido de bario; b) Hidróxido de magnesio;
c) Etanamida; d) Sn(IO ;),; e) V,0;; f) CH,COCH,CH,CH,"
formulacion|2013|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Nitrato de hierro(II); b) Cromato de potasio;
c) Acido but-3-enoico d) Sc,S ;; €e) Ca0, ; f) (CH;), CHCH;"
formulacion|2013|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Amoniaco; b) Hidrogenosulfito de cobre(I1);
c) Butan-2-o1; d) WO;, ; e) KMn0,; £) CH,CHCICOOH"
formulacion|2013|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Sulfuro de cadmio; b) Hidróxido de hierro(IIT)
c) Acido 2-bromobutanoico; d) CrO, ; e) Hg(CIO,),; £) CH ,COCH,"
formulacion|2013|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Dióxido de titanio; b) Fosfato de níquel(II);
€) Ciclohexano; d) CaCO;; e) H,0O,; £) CH,CH,CH,CHO"
formulacion|2013|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Hidróxido de plomo(ID); b) Ácido cloroso;
c) But-1-ino; d) Cr,0,; e) Ba(MnO,),; f£) CH,"
formulacion|2013|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Cloruro de amonio; b) Carbonato de rubidio;
c) Ciclopentano; d) Bi,O;; e) CCl,; f) CH,CHCICH,"
formulacion|2013|Reserva 4|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Óxido de molibdeno(IV); b) Nitrato de
amonio; c) Metoxietano d) NaCIO ; e) CaH,; f) CH,CONH,"
formulacion|2013|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Clorato de cobalto(IIT); b) Sulfuro de cinc;
c) Etanoato de etilo d) Au,0,; e) Pt(OH), ; f£) CH,CH,NHCH,"
formulacion|2013|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Óxido de cromo(II); b) Ácido perclórico;
c) 2,2-Dimetilbutano; d) H,SO ;; e) NaH; f) CH,COOCH,"
formulacion|2013|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Ácido nitroso; b) Hidróxido de plomo(TV);
c) Nitrobenceno d) HIO ;; e) Ba,(PO,), ; £) (CH;);N"
formulacion|2013|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Hidróxido de paladio(II); b) Ácido sulfúrico;
c) Acido 2-aminopropanoico; d) BeH,; €e) Ag;AsO ; f) CH,CH,CH,OH"
formulacion|2013|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Peróxido de bario; b) Hidróxido de magnesio;
c) Etanamida; d) Sn(IO ;),; e) V,0;; f) CH,COCH,CH,CH,"
formulacion|2013|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Nitrato de hierro(II); b) Cromato de potasio;
c) Acido but-3-enoico d) Sc,S ;; €e) Ca0, ; f) (CH;), CHCH;"
formulacion|2013|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Amoniaco; b) Hidrogenosulfito de cobre(I1);
c) Butan-2-o1; d) WO;, ; e) KMn0,; £) CH,CHCICOOH"
formulacion|2013|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Sulfuro de cadmio; b) Hidróxido de hierro(IIT)
c) Acido 2-bromobutanoico; d) CrO, ; e) Hg(CIO,),; £) CH ,COCH,"
formulacion|2013|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Dióxido de titanio; b) Fosfato de níquel(II);
€) Ciclohexano; d) CaCO;; e) H,0O,; £) CH,CH,CH,CHO"
formulacion|2013|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Hidróxido de plomo(ID); b) Ácido cloroso;
c) But-1-ino; d) Cr,0,; e) Ba(MnO,),; f£) CH,"
formulacion|2013|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Cloruro de amonio; b) Carbonato de rubidio;
c) Ciclopentano; d) Bi,O;; e) CCl,; f) CH,CHCICH,"
formulacion|2013|Reserva 4|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Óxido de molibdeno(IV); b) Nitrato de
amonio; c) Metoxietano d) NaCIO ; e) CaH,; f) CH,CONH,"
formulacion|2013|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Clorato de cobalto(IIT); b) Sulfuro de cinc;
c) Etanoato de etilo d) Au,0,; e) Pt(OH), ; f£) CH,CH,NHCH,"
formulacion|2013|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Óxido de cromo(II); b) Ácido perclórico;
c) 2,2-Dimetilbutano; d) H,SO ;; e) NaH; f) CH,COOCH,"
formulacion|2013|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Ácido nitroso; b) Hidróxido de plomo(TV);
c) Nitrobenceno d) HIO ;; e) Ba,(PO,), ; £) (CH;);N"
formulacion|2014|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Fluoruro de amonio; b) Hidróxido de cadmio;
c) 1-Bromo-2-cloropropano; d) PbO; e) Hg(CIO ;),; f) CH,COOCH,"
formulacion|2014|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Ácido selénico; b) Fosfato de cobalto(IT);
c) Ciclopenteno; d) Mg(OH) , ; e) Na,0,; f) CH,CHOHCHO"
formulacion|2014|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Nitrito de hierro(II); b) Ácido hipocloroso;
c) 2,3,4-trimetilpentano; d) Ag,S ; €) Ba(Mn0O,),; f) CH, -C=C-CH,"
formulacion|2014|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Nitruro de plomo(IV); b) Sulfato de rubidio;
c) Ciclohexa-1,3-dieno; d) Bi(OH), ; e) H,CO;; f) CH,CHCICH,"
formulacion|2014|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Hidróxido de estroncio; b) Dicromato de
bario; c) Ácido 2,3-dihidroxibutanoico; d) A1,0 ;; e) H ,MnO,; f£) CH,CH,CONH, ."
formulacion|2014|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Cromato de plata; b) Hidrogenocarbonato de
potasio; c) Penta-1,4-diino; d) BaO,; e) Ni(OH),; f£) CH,0HCOOH"
formulacion|2014|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Óxido de plomo(IV); b) Ácido periódico;
c) 2,2-diclorobutano; d) K ¿PO ;; €e) LiOH; f) CH ,CH ,CHO."
formulacion|2014|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Ácido bórico; b) Hidruro de berilio;
c) 1,2-diclorobenceno; d) ZnSO ;; e) SF ;; f) CH ,CHOHCOOH."
formulacion|2014|Reserva 4|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Peróxido de sodio; b) Hidróxido de plata;
c) Propanodial; d) BaSO ;; e) HIO ,; f£) CH,OCH,CH;."
formulacion|2014|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Nitrito de cinc; b) Sulfuro de amonio;
c) Etanoato de propilo; d) HCIO ; e) Pd(OH), ; f£) CH ¿NHCH ,."
formulacion|2014|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Hidróxido de cobre(1); b) Ácido nitroso;
c) 3-Hidroxibutanal; d) MgH, ; €) Li ,AsO ,; f) (CH,CH,) ,N"
formulacion|2014|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Óxido de cobalto(IIT); b) Hidrogenosulfato de
hierro(II); c) Propanamida; d) Hg(BrO,),; e) HIO,; f£) (CH;), CHCOCH ;"
formulacion|2014|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Fluoruro de amonio; b) Hidróxido de cadmio;
c) 1-Bromo-2-cloropropano; d) PbO; e) Hg(CIO ;),; f) CH,COOCH,"
formulacion|2014|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Ácido selénico; b) Fosfato de cobalto(IT);
c) Ciclopenteno; d) Mg(OH) , ; e) Na,0,; f) CH,CHOHCHO"
formulacion|2014|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Nitrito de hierro(II); b) Ácido hipocloroso;
c) 2,3,4-trimetilpentano; d) Ag,S ; €) Ba(Mn0O,),; f) CH, -C=C-CH,"
formulacion|2014|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Nitruro de plomo(IV); b) Sulfato de rubidio;
c) Ciclohexa-1,3-dieno; d) Bi(OH), ; e) H,CO;; f) CH,CHCICH,"
formulacion|2014|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Hidróxido de estroncio; b) Dicromato de
bario; c) Ácido 2,3-dihidroxibutanoico; d) A1,0 ;; e) H ,MnO,; f£) CH,CH,CONH, ."
formulacion|2014|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Cromato de plata; b) Hidrogenocarbonato de
potasio; c) Penta-1,4-diino; d) BaO,; e) Ni(OH),; f£) CH,0HCOOH"
formulacion|2014|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Óxido de plomo(IV); b) Ácido periódico;
c) 2,2-diclorobutano; d) K ¿PO ;; €e) LiOH; f) CH ,CH ,CHO."
formulacion|2014|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Ácido bórico; b) Hidruro de berilio;
c) 1,2-diclorobenceno; d) ZnSO ;; e) SF ;; f) CH ,CHOHCOOH."
formulacion|2014|Reserva 4|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Peróxido de sodio; b) Hidróxido de plata;
c) Propanodial; d) BaSO ;; e) HIO ,; f£) CH,OCH,CH;."
