subject,year,topic,exam,exercise,statement
fisica,2022,Campo eléctrico y magnético,Reserva 4,Ejercicio B1,"a) Razone la veracidad o falsedad de la siguiente afirmación: El trabajo que realiza el campo
eléctrico sobre una partícula cargada que se mueve sobre una superficie equipotencial siempre
es positivo.
b) Una partícula de masa 2-10-"" kg y carga 2-10-* C se encuentra inicialmente en reposo en
el punto (0,1) m. Posteriormente, se aplica un campo eléctrico uniforme de 1000 NC ' en el
sentido positivo del eje OX. Considerando que no actúa ninguna fuerza gravitatoria sobre la
partícula: i) Realice un esquema justificado de la trayectoria descrita por la partícula y ii)
determine el trabajo realizado por el campo eléctrico sobre la partícula después de recorrer
una distancia de 1 m. ¿Cuál será entonces el módulo de la velocidad de la partícula.
FISICA. 2022. RESERVA 4. EJERCICIO B1"
fisica,2022,Campo eléctrico y magnético,Reserva 4,Ejercicio B2,"a) Una partícula cargada penetra con velocidad constante dentro de un campo magnético
uniforme perpendicular a la dirección de movimiento. i) Determine razonadamente el radio de
curvatura de la trayectoria de la partícula. ii) ¿Cómo varía dicho radio si el valor de la carga y
la velocidad de la partícula se duplican.
b) Un protón, que se mueve con velocidad constante, entra en una región del espacio donde hay
un campo eléctrico E=1000k NC-' y un campo magnético B=2-10*iT.i) Justifique, con
ayuda de un diagrama, la dirección y sentido de la velocidad que debe tener el protón para que
atraviese dicha región sin ser desviado. ii) Determine el correspondiente vector velocidad.
FISICA. 2022. RESERVA 4. EJERCICIO B2"
fisica,2022,Campo eléctrico y magnético,Julio,Ejercicio B1,"a) Un protón, un electrón y un neutrón entran con igual velocidad en un campo magnético
uniforme perpendicular a la velocidad. Explique con la ayuda de un esquema la trayectoria
seguida por cada partícula.
b) Un protón que parte del reposo es acelerado mediante una diferencia de potencial de
1'5-10* V. Posteriormente, penetra perpendicularmente en un campo magnético uniforme de
12 T. Determine razonadamente: i) el radio de la curvatura de la trayectoria que describe el
protón y ii) el periodo de revolución.
e=1'6-100""C; m, =1'7-10-7 kg
FISICA. 2022. JULIO. EJERCICIO B1"
fisica,2022,Campo eléctrico y magnético,Julio,Ejercicio B2,"a) Una espira conductora circular gira alrededor de uno de sus diámetros con velocidad
angular constante en una región donde hay un campo magnético uniforme perpendicular al eje
de rotación. Razone, qué le ocurre al valor de la máxima f.e.m. inducida en la espira si: i) se
duplica el radio de la espira; ii) se duplica el periodo de rotación.
b) Una bobina circular de 75 espiras de 0003 m de radio está dentro de un campo magnético
cuyo módulo aumenta a ritmo constante de 4 a 10 T en 4ss, y cuya dirección forma un ángulo
de 60* con el eje de la bobina. i) Calcule la f.e.m. inducida en la bobina y razone, con la ayuda
de un esquema, el sentido de la corriente inducida. ii) Si la bobina pudiera girarse, razone cómo
debería orientarse para que no se produjera corriente, y para que esa corriente fuera la mayor
posible.
FISICA. 2022. JULIO. EJERCICIO B2"
fisica,2023,Campo eléctrico y magnético,Junio,Ejercicio B1,"a) En una región del espacio hay un campo eléctrico uniforme. Una carga eléctrica negativa
entra en dicha región con una velocidad ;, en la misma dirección y sentido del campo,
deteniéndose tras recorrer una distancia d. Razone si es positivo, negativo o nulo el valor de: i)
el trabajo realizado por el campo eléctrico; ii) la variación de la energía cinética, potencial y
mecánica.
b) Dos cargas de 2 y —3 mC se encuentran, respectivamente, en los puntos A(0,0) y B(1,1). i)
Represente y calcule el vector campo eléctrico en el punto C(1,0) m. ii) Calcule el trabajo
necesario para trasladar una carga de 1 mC desde el punto C al punto D(0,1) m.
K=9-100 ó1m*C>
FISICA. 2023. JUNIO. EJERCICIO B1"
fisica,2023,Campo eléctrico y magnético,Junio,Ejercicio B2,"a) Por dos hilos conductores rectilíneos paralelos, separados una cierta distancia, circulan
corrientes de igual intensidad. Explique razonadamente, apoyándose en un esquema, si puede
ser cero el campo magnético en algún punto entre los dos hilos, suponiendo que las corrientes
circulan en sentidos: i) iguales; ii) opuestos.
b) Dos conductores rectilíneos paralelos por los que circula la misma intensidad de corriente
están separados una distancia de 20 cm y se atraen con una fuerza por unidad de longitud de
5-10* N.m""'. i) Justifique si el sentido de la corriente es el mismo en ambos hilos,
representando en un esquema el campo magnético y la fuerza entre ambos. ii) Calcule el valor
de la intensidad de corriente que circula por cada conductor.
h, =47:107 T.m- A7
FISICA. 2023. JUNIO. EJERCICIO B2"
fisica,2023,Campo eléctrico y magnético,Reserva 1,Ejercicio B1,"a) Una espira se encuentra en reposo en el plano XY dentro de un campo magnético uniforme
B= B0í . Explique con la ayuda de un esquema el sentido de la corriente inducida si la espira:
i) aumenta progresivamente su superficie; ii) disminuye progresivamente su superficie.
b) Una bobina plana formada por 100 espiras circulares de 0,2 m de radio, con su eje
inicialmente orientado en el eje OZ, gira en torno a uno de sus diámetros con una frecuencia de
50 Hz dentro de un campo magnético uniforme B=0'1k T. Determine razonadamente: i) el
flujo magnético que atraviesa la bobina en función del tiempo; ii) la fuerza electromotriz
inducida máxima
FISICA. 2023. RESERVA 1. EJERCICIO B1"
fisica,2023,Campo eléctrico y magnético,Reserva 1,Ejercicio B2,"a) Justifique razonadamente, con la ayuda de un esquema, la trayectoria descrita por una
carga positiva al entrar con una velocidad y =v, ¡ en una región en la que existe: i) un campo
magnético uniforme B = B, ¡ ; ii) un campo magnético uniforme B =B, j.
b) Por un hilo conductor muy largo situado en el eje OX circula una corriente de intensidad I
en el sentido positivo de dicho eje. Si el campo magnético en el punto P de coordenadas
x=0,y =10,2=0 cm tiene un módulo de 4-107* T, determine con ayuda de un esquema: i) la
corriente eléctrica que circula por el conductor; ii) el vector fuerza magnética que el hilo
conductor ejerce sobre un electrón que se encuentra en el punto P y se mueve con una
velocidad de 2-107 i m-s”'
h, =47-107 TmA-'; e=1'6-10” C
FISICA. 2023. RESERVA 1. EJERCICIO B2"
fisica,2023,Campo eléctrico y magnético,Reserva 2,Ejercicio B1,"a) Un electrón penetra en una región en la que existe un campo eléctrico uniforme E , con una
velocidad inicial y, paralela a dicho campo, deteniéndose después de recorrer una distancia d.
i) Justifique y represente los vectores velocidad, campo y fuerza eléctrica. ii) Deduzca la
expresión de la distancia recorrida en función de la masa del electrón, la carga, la velocidad
inicial y el módulo del campo eléctrico.
1
b) En una región del espacio existe un campo eléctrico uniforme de 2-10* V .m”' en el sentido
positivo del eje OY. Para un protón que se encuentra inicialmente en reposo en un punto de
dicha región, calcule: i) la fuerza que actúa sobre el protón; ii) el trabajo realizado por la fuerza
eléctrica cuando el protón ha recorrido una distancia de 5-10-? m; iii) la velocidad final tras
recorrer dicha distancia.
e=1'6-100""C; m, =1'7-10-7 kg
FISICA. 2023. RESERVA 2. EJERCICIO B1"
fisica,2023,Campo eléctrico y magnético,Reserva 2,Ejercicio B2,"a) La espira de la figura está dentro de un campo magnético uniforme B. Explique si existe
fuerza electromotriz inducida y el sentido de la corriente en los siguientes casos: i) la espira se
desplaza hacia la derecha sin salir del campo; ii) la espira permanece en reposo y aumenta la
intensidad del campo magnético.
b) Una bobina de 300 espiras circulares de radio 10 cm está situada en un campo magnético
uniforme de módulo 0,5 T y perpendicular al plano de las espiras. Si el campo disminuye
linealmente hasta anularse en un intervalo de tiempo de 0,5 s, determine: i) la fuerza
electromotriz inducida en la bobina; ii) el sentido de la corriente inducida con la ayuda de un
esquema.
FISICA. 2023. RESERVA 2. EJERCICIO B2"
fisica,2023,Campo eléctrico y magnético,Reserva 3,Ejercicio B1,"a) Dos partículas cargadas, A y B, penetran perpendicularmente a un campo magnético
uniforme con la misma velocidad. Sabiendo que la masa de B es el triple de la de A y que los
radios descritos por ambas partículas son idénticos, razone la relación entre las cargas de
ambas partículas.
b) Por un hilo rectilíneo muy largo circula una intensidad de corriente de 3 A. i) Determine
razonadamente el módulo de la fuerza magnética que actúa sobre una carga de 4-107* C que
! paralela al hilo y a una distancia de 2 m del mismo.
se mueve con una velocidad de 8 m-s”
ii) Un segundo hilo, por el que circula una corriente de 1 A en el mismo sentido, se sitúa
paralelo al primero a una distancia de 1 m. Determine justificadamente a qué distancia del
primer hilo se anula el campo magnético.
h, =47:107 T.m- A7
FISICA. 2023. RESERVA 3. EJERCICIO B1"
fisica,2023,Campo eléctrico y magnético,Reserva 3,Ejercicio B2,"a) Indique el sentido de la corriente inducida en una espira cuando el polo norte de un imán: i)
se acerca a la espira; ii) se aleja de la espira. Justifique las respuestas con la ayuda de un
esquema.
b) Una espira de 12 cm de radio se coloca en un campo magnético uniforme de 0,5 T y se hace
girar con una frecuencia de 20 Hz en torno a uno de sus diámetros. En el instante inicial el
plano de la espira es perpendicular al campo. i) Escriba la expresión del flujo magnético que
atraviesa la espira en función del tiempo; ii) determine el valor máximo de la fuerza
electromotriz inducida
FISICA. 2023. RESERVA 3. EJERCICIO B2"
fisica,2023,Campo eléctrico y magnético,Reserva 4,Ejercicio B1,"SELECTIVIDAD
a) Una carga positiva q se encuentra próxima a una carga negativa Q. Razone si aumenta o
disminuye la energía potencial eléctrica de q en las siguientes situaciones: i) si se aleja de Q
siguiendo una línea de campo; ii) si se mueve en torno a Q siguiendo una trayectoria circular.
b) Dos cargas positivas de valor 2-10-* C se encuentran en los puntos A(—2,0) y B(2,0) m.
i) Determine el vector campo eléctrico en el punto C(0,3) m. ii) Calcule el trabajo que realiza
el campo eléctrico cuando una tercera carga de valor —3-10 -* C se traslada del punto C al
origen de coordenadas.
K=9-10"" Nm?C>
FISICA. 2023. RESERVA 4. EJERCICIO B1"
fisica,2023,Campo eléctrico y magnético,Reserva 4,Ejercicio B2,"a) Una partícula de masa m y carga q se mueve en un campo magnético uniforme B
describiendo una trayectoria circular de radio R. i) Deduzca razonadamente la expresión del
radio en función del campo, la masa, la carga y la velocidad de la partícula. ii) Determine la
relación entre las velocidades de dos partículas de igual masa y cargas q y 3q que describen
trayectorias circulares de igual radio R en el seno de un mismo campo magnético.
b) Por un hilo conductor muy largo, situado en el eje OX, circula una corriente de intensidad
5 A en el sentido positivo de dicho eje. Un protón que se encuentra en el punto P de
1
coordenadas x=0,y =10,7=0 cm tiene una velocidad de 2-10% ims”.
i) Realice un
esquema incluyendo los vectores velocidad, campo magnético y fuerza sobre el protón,
razonando su dirección y sentido. ii) Determine el vector campo eléctrico que habría que
aplicar para que la velocidad del protón permanezca constante.
h, =47-107 TmA-'; e=1'6-10” C
FISICA. 2023. RESERVA 4. EJERCICIO B2"
fisica,2023,Campo eléctrico y magnético,Julio,Ejercicio B1,"a) Una carga q positiva está separada a una distancia d de otra carga Q. i) Razone, ayudándose
de un esquema, cuál debe ser el signo de Q para que el campo eléctrico se anule en algún punto
del segmento que las une. ii) Razone cuál debe ser el signo de Q para que se anule el potencial
eléctrico en algún punto del segmento que las une.
b) Una carga Q situada en el origen de coordenadas crea un potencial de 3000 V en el punto
A(5,0) m. i) Determine el valor de la carga Q. ii) Si se sitúa una segunda carga de 2-10-* C en
el punto A, calcule la variación de la energía potencial eléctrica y de la energía cinética de dicha
carga cuando se desplaza al punto B(10,0) m.
K=9-10? Nm'C”
FISICA. 2023. JULIO. EJERCICIO B1"
fisica,2023,Campo eléctrico y magnético,Julio,Ejercicio B2,"a) i) Defina el concepto de flujo magnético e indique sus unidades en el S.L.; ii) Una espira
conductora plana se sitúa en el seno de un campo magnético uniforme B=B,k. Represente
gráficamente y explique para qué orientaciones de la espira el flujo magnético a través de ella
es máximo y nulo.
b) Una espira rectangular de lados 10 y 15 cm se encuentra situada en el plano XY dentro de
un campo magnético variable con el tiempo ñ(t)= 2k T(t en segundos) . i) Calcule el flujo
magnético en t=2s. ii) Determine la fuerza electromotriz inducida en t=2s. iii) Razone el
sentido de la corriente inducida con la ayuda de un esquema.
FISICA. 2023. JULIO. EJERCICIO B2"
fisica,2024,Campo eléctrico y magnético,Junio,Ejercicio B1,"a) Responda razonadamente a las siguientes cuestiones: i) ¿Puede ser nulo el flujo magnético a
través de una espira colocada en una región en la que existe campo magnético? ; ii) El hecho de
que la f.e.m. inducida en una espira sea nula en un instante determinado, ¿implica que no hay
flujo magnético en la espira en ese instante?.
b) Una bobina formada por 100 espiras circulares de radio 5 em está situada en el interior de
un campo magnético uniforme dirigid en la dirección del eje de la bobina y de módulo
B(1)=0'1-0'1f? (S.1.). Determine razonadamente: i) el flujo magnético en la bobina para
t=2s; ii) la fuerza electromotriz inducida en la bobina para t =2s ¡¿ili) el instante de tiempo
en el que la fuerza electromotriz inducida es nula.
FISICA. 2024. JUNIO. EJERCICIO B1"
fisica,2024,Campo eléctrico y magnético,Junio,Ejercicio B2,"a) i) Explique que es una superficie equipotencial. ¿Qué forma tienen la superficies
equipotenciales del campo eléctrico creado por una carga puntual?; ii) Razone el trabajo
realizado por la fuerza eléctrica sobre una carga que se desplaza por una superficie
equipotencial.
b) Dos cargas puntuales iguales de valor —1'2-10-* C están situadas en los puntos A(0,8) y
B(6,0) m. Una tercera carga de valor —1'5-10 -* C sesitúa en el punto P(3,4)m . Calcule:
i) la fuerza eléctrica total ejercida sobre la carga situada en P, apoyándose en un esquema. ii) el
trabajo realizado por el campo eléctrico para trasladar la tercera carga desde el infinito hasra
el punto P.
K=9-100"" Nm'C”*
FISICA. 2024. JUNIO. EJERCICIO B2"
