year,subject,topic,exam,exercise,exercise_type
2002,,conf_electronica,Reserva 1,Ejercicio 2 Opción A,especies isoelectrónicas (Na+ y Ne)
2002,,conf_electronica,Reserva 2,Ejercicio 3 Opción B,propiedades periódicas
2002,,conf_electronica,Reserva 3,Ejercicio 2 Opcion A,propiedades periódicas
2002,,conf_electronica,Reserva 4,Ejercicio 2 Opción A,ion estable
2002,,conf_electronica,Septiembre,Ejercicio 2 Opción B,indicar qué configuraciones electrónicas son correctas o si pertenecen a un átomo en estado excitado o fundamental
2001,,conf_electronica,Junio,Ejercicio 2 Opcion A,posición(periodo y grupo)
2001,,conf_electronica,Reserva 1,Ejercicio 2 Opción A,isoelectrónicos
2001,,conf_electronica,Reserva 2,Ejercicio 2 Opción B,ion estable
2001,,conf_electronica,Reserva 3,Ejercicio 2 Opción B,posición(periodo y grupo)
2001,,conf_electronica,Reserva 4,Ejercicio 2 Opcion A,números cuánticos
2001,,conf_electronica,Septiembre,Ejercicio 2 Opción A,propiedades periódicas
2000,,conf_electronica,Junio,Ejercicio 2 Opción B,números cuánticos
2000,,conf_electronica,Reserva 1,Ejercicio 4 Opcion A,especies isoelectrónicas (Na+ y Ne)
2000,,conf_electronica,Reserva 2,Ejercicio 2 Opcion A,posición(periodo y grupo)
2000,,conf_electronica,Reserva 3,Ejercicio 2 Opción A,propiedades periódicas
2000,,conf_electronica,Reserva 4,Ejercicio 2 Opción B,ion estable
2000,,conf_electronica,Septiembre,Ejercicio 2 Opción B,propiedades periódicas
2025,química,enlace_quimico,Junio,Ejercicio 1B,par de electrones sin compartir
2025,química,enlace_quimico,Reserva 1,Ejercicio 1B,propiedades del tipo de enlace
2025,química,enlace_quimico,Reserva 2,Ejercicio 1B,puentes de hidrógeno
2024,química,enlace_quimico,Julio,Ejercicio B3,polaridad
2024,química,enlace_quimico,Junio,Ejercicio B3,tipo de enlace
2024,química,enlace_quimico,Reserva 1,Ejercicio B3,verdadero o falso
2024,química,enlace_quimico,Reserva 2,Ejercicio B3,estructuras de Lewis
2024,química,enlace_quimico,Reserva 3,Ejercicio B3,hibridación
2024,química,enlace_quimico,Reserva 4,Ejercicio B3,tipo de enlace
2023,química,enlace_quimico,Julio,Ejercicio B3,comparación pto. fusión / ebullición
2023,química,enlace_quimico,Junio,Ejercicio B3,geometría
2023,química,enlace_quimico,Reserva 1,Ejercicio B3,ecuación de Born-Landé
2023,química,enlace_quimico,Reserva 2,Ejercicio B3,tipo de enlace
2023,química,enlace_quimico,Reserva 3,Ejercicio B3,verdadero o falso
2023,química,enlace_quimico,Reserva 4,Ejercicio B3,propiedades del tipo de enlace
2022,química,enlace_quimico,Julio,Ejercicio B3,estructuras de Lewis
2022,química,enlace_quimico,Junio,Ejercicio B3,comparación pto. fusión / ebullición
2022,química,enlace_quimico,Reserva 1,Ejercicio B3,ecuación de Born-Landé
2022,química,enlace_quimico,Reserva 2,Ejercicio B3,ecuación de Born-Landé
2022,química,enlace_quimico,Reserva 3,Ejercicio B3,verdadero o falso
2022,química,enlace_quimico,Reserva 4,Ejercicio B3,estructuras de Lewis
2021,química,enlace_quimico,Julio,Ejercicio B3,verdadero o falso
2021,química,enlace_quimico,Junio,Ejercicio B3,par de electrones sin compartir
2021,química,enlace_quimico,Reserva 1,Ejercicio B3,geometría
2021,química,enlace_quimico,Reserva 2,Ejercicio B3,ciclo de Born-Haber
2021,química,enlace_quimico,Reserva 3,Ejercicio B3,puentes de hidrógeno
2021,química,enlace_quimico,Reserva 4,Ejercicio B3,fuerzas intermoleculares
2020,química,enlace_quimico,Junio,B3,geometría
2020,química,enlace_quimico,Reserva 1,Ejercicio B3,comparación pto. fusión / ebullición
2020,química,enlace_quimico,Reserva 2,Ejercicio B3,hibridación
2020,química,enlace_quimico,Reserva 3,Ejercicio B3,propiedades del tipo de enlace
2020,química,enlace_quimico,Reserva 4,Ejercicio B3,estructuras de Lewis
2020,química,enlace_quimico,Septiembre,B3,verdadero o falso
2019,química,enlace_quimico,Junio,Ejercicio 2 Opción B,tipo de enlace
2019,química,enlace_quimico,Reserva 1,Ejercicio 3 Opción B,verdadero o falso
2019,química,enlace_quimico,Reserva 2,Ejercicio 3 Opción A,hibridación
2019,química,enlace_quimico,Reserva 3,Ejercicio 2 Opción A,verdadero o falso
2019,química,enlace_quimico,Reserva 4,Ejercicio 3 Opción B,estructuras de Lewis
2019,química,enlace_quimico,Septiembre,Ejercicio 2 Opción B,puentes de hidrógeno
2018,química,enlace_quimico,Junio,Ejercicio 3 Opción B,geometría
2018,química,enlace_quimico,Reserva 1,Ejercicio 2 Opción B,hibridación
2018,química,enlace_quimico,Reserva 2,Ejercicio 3 Opción B,tipo de enlace
2018,química,enlace_quimico,Reserva 3,Ejercicio 2 Opción B,propiedades del tipo de enlace
2018,química,enlace_quimico,Reserva 4,Ejercicio 2 Opción A,geometría
2018,química,enlace_quimico,Septiembre,Ejercicio 3 Opción A,propiedades del tipo de enlace
2017,química,enlace_quimico,Junio,Ejercicio 3 Opción B,estructuras de Lewis
2017,química,enlace_quimico,Reserva 1,Ejercicio 2 Opción B,polaridad
2017,química,enlace_quimico,Reserva 2,Ejercicio 2 Opción B,verdadero o falso
2017,química,enlace_quimico,Reserva 3,Ejercicio 2 Opción A,puentes de hidrógeno
2017,química,enlace_quimico,Reserva 4,Ejercicio 3 Opcion A,propiedades del tipo de enlace
2017,química,enlace_quimico,Septiembre,Ejercicio 3 Opción B,propiedades del tipo de enlace
2016,química,enlace_quimico,Junio,Ejercicio 2 Opción A,comparación pto. fusión / ebullición
2016,química,enlace_quimico,Reserva 1,Ejercicio 3 Opción B,tipo de enlace
2016,química,enlace_quimico,Reserva 2,Ejercicio 2 Opción A,puentes de hidrógeno
2016,química,enlace_quimico,Septiembre,Ejercicio 3 Opción B,estructuras de Lewis
2015,química,enlace_quimico,Junio,Ejercicio 2 Opción A,ecuación de Born-Landé
2015,química,enlace_quimico,Reserva 1,Ejercicio 2 Opción A,estructuras de Lewis
2015,química,enlace_quimico,Reserva 2,Ejercicio 2 Opción B,tipo de enlace
2015,química,enlace_quimico,Reserva 4,Ejercicio 3 Opción B,propiedades del tipo de enlace
2015,química,enlace_quimico,Septiembre,Ejercicio 3 Opción B,verdadero o falso
2014,química,enlace_quimico,Junio,Ejercicio 3 Opción B,geometría
2014,química,enlace_quimico,Reserva 2,Ejercicio 2 Opcióon A,verdadero o falso
2014,química,enlace_quimico,Reserva 3,Ejercicio 2 Opcióon A,verdadero o falso
2014,química,enlace_quimico,Reserva 4,Ejercicio 3 Opción B,puentes de hidrógeno
2014,química,enlace_quimico,Septiembre,Ejercicio 2 Opción B,verdadero o falso
2013,química,enlace_quimico,Junio,Ejercicio 2 Opción B,propiedades del tipo de enlace
2013,química,enlace_quimico,Reserva 1,Ejercicio 2 Opción A,par de electrones sin compartir
2013,química,enlace_quimico,Reserva 1,Ejercicio 6 Opción B,ciclo de Born-Haber
2013,química,enlace_quimico,Reserva 2,Ejercicio 3 Opción B,geometría
2013,química,enlace_quimico,Reserva 4,Ejercicio 3 Opción B,ecuación de Born-Landé
2013,química,enlace_quimico,Septiembre,Ejercicio 2 Opcion A,polaridad
2012,química,enlace_quimico,Junio,Ejercicio 2 Opcion A,comparación pto. fusión / ebullición
2012,química,enlace_quimico,Reserva 1,Ejercicio 2 Opcion A,par de electrones sin compartir
2012,química,enlace_quimico,Reserva 3,Ejercicio 3 Opción B,par de electrones sin compartir
2012,química,enlace_quimico,Reserva 4,Ejercicio 3 Opción B,estructuras de Lewis
2012,química,enlace_quimico,Septiembre,Ejercicio 2 Opción B,estructuras de Lewis
2011,química,enlace_quimico,Reserva 1,Ejercicio 2 Opción B,puentes de hidrógeno
2011,química,enlace_quimico,Reserva 2,Ejercicio 2 Opción A,tipo de enlace
2011,química,enlace_quimico,Reserva 3,Ejercicio 2 Opción A,estructuras de Lewis
2011,química,enlace_quimico,Reserva 4,Ejercicio 3 Opción B,estructuras de Lewis
2011,química,enlace_quimico,Septiembre,Ejercicio 3 Opción B,estructuras de Lewis
2010,química,enlace_quimico,Junio,Ejercicio 2 Opción A,ciclo de Born-Haber
2010,química,enlace_quimico,Reserva 1,Ejercicio 2 Opción A,estructuras de Lewis
2010,química,enlace_quimico,Reserva 2,Ejercicio 2 Opción B,propiedades del tipo de enlace
2010,química,enlace_quimico,Reserva 3,Ejercicio 3 Opción B,geometría
2010,química,enlace_quimico,Reserva 4,Ejercicio 3 Opción B,propiedades del tipo de enlace
2009,química,enlace_quimico,Junio,Ejercicio 2 Opción B,estructuras de Lewis
2009,química,enlace_quimico,Reserva 2,Ejercicio 2 Opción A,estructuras de Lewis
2009,química,enlace_quimico,Reserva 3,Ejercicio 2 Opcion A,comparación pto. fusión / ebullición
2009,química,enlace_quimico,Reserva 4,Ejercicio 3 Opción B,geometría
2009,química,enlace_quimico,Septiembre,Ejercicio 3 Opción B,verdadero o falso
2008,química,enlace_quimico,Junio,Ejercicio 3 Opción B,estructuras de Lewis
2008,química,enlace_quimico,Reserva 1,Ejercicio 2 Opcion A,geometría
2008,química,enlace_quimico,Reserva 3,Ejercicio 2 Opción A,tipo de enlace
2008,química,enlace_quimico,Reserva 4,Ejercicio 3 Opción B,geometría
2008,química,enlace_quimico,Septiembre,Ejercicio 2 Opción B,verdadero o falso
2007,química,enlace_quimico,Junio,Ejercicio 2 Opción B,geometría
2007,química,enlace_quimico,Reserva 1,Ejercicio 3 Opción B,geometría
2007,química,enlace_quimico,Reserva 2,Ejercicio 2 Opcion A,propiedades del tipo de enlace
2007,química,enlace_quimico,Reserva 3,Ejercicio 3 Opción B,estructuras de Lewis
2007,química,enlace_quimico,Septiembre,Ejercicio 2 Opcion A,puentes de hidrógeno
2006,química,enlace_quimico,Junio,Ejercicio 2 Opción A,geometría
2006,química,enlace_quimico,Reserva 1,Ejercicio 3 Opción B,ciclo de Born-Haber
2006,química,enlace_quimico,Reserva 2,Ejercicio 2 Opción A,par de electrones sin compartir
2006,química,enlace_quimico,Reserva 3,Ejercicio 3 Opción B,ecuación de Born-Landé
2006,química,enlace_quimico,Septiembre,Ejercicio 2 Opción B,geometría
2005,química,enlace_quimico,Junio,Ejercicio 2 Opción B,polaridad
2005,química,enlace_quimico,Reserva 1,Ejercicio 2 Opción A,ecuación de Born-Landé
2005,química,enlace_quimico,Reserva 3,Ejercicio 3 Opción B,estructuras de Lewis
2005,química,enlace_quimico,Reserva 4,Ejercicio 2 Opción B,comparación pto. fusión / ebullición
2004,química,enlace_quimico,Junio,Ejercicio 2 Opción B,geometría
2004,química,enlace_quimico,Reserva 1,Ejercicio 3 Opción B,geometría
2004,química,enlace_quimico,Reserva 2,Ejercicio 2 Opción B,propiedades del tipo de enlace
2004,química,enlace_quimico,Reserva 3,Ejercicio 3 Opción B,estructuras de Lewis
2004,química,enlace_quimico,Reserva 4,Ejercicio 2 Opcion A,ciclo de Born-Haber
2003,química,enlace_quimico,Junio,Ejercicio 3 Opción B,puentes de hidrógeno
2003,química,enlace_quimico,Reserva 1,Ejercicio 3 Opción B,estructuras de Lewis
2003,química,enlace_quimico,Reserva 2,Ejercicio 2 Opcion A,verdadero o falso
2003,química,enlace_quimico,Reserva 3,Ejercicio 2 Opción B,par de electrones sin compartir
2003,química,enlace_quimico,Reserva 4,Ejercicio 2 Opción A,estructuras de Lewis
2002,química,enlace_quimico,Reserva 1,Ejercicio 5 Opción A,ciclo de Born-Haber
2002,química,enlace_quimico,Reserva 1,Ejercicio 3 Opción B,estructuras de Lewis
2002,química,enlace_quimico,Reserva 2,Ejercicio 2 Opcion A,propiedades del tipo de enlace
2002,química,enlace_quimico,Reserva 3,Ejercicio 2 Opción B,estructuras de Lewis
2002,química,enlace_quimico,Reserva 4,Ejercicio 3 Opción B,geometría
2002,química,enlace_quimico,Septiembre,Ejercicio 2 Opción A,solubilidad
2001,química,enlace_quimico,Junio,Ejercicio 2 Opción B,comparación pto. fusión / ebullición
2001,química,enlace_quimico,Reserva 1,Ejercicio 3 Opción B,polaridad
2001,química,enlace_quimico,Reserva 2,Ejercicio 2 Opcion A,estructuras de Lewis
2001,química,enlace_quimico,Reserva 4,Ejercicio 2 Opción B,propiedades del tipo de enlace
2001,química,enlace_quimico,Septiembre,Ejercicio 2 Opción B,geometría
2000,química,enlace_quimico,Junio,Ejercicio 3 Opción A,estructuras de Lewis
2000,química,enlace_quimico,Junio,Ejercicio 5 Opción B,ciclo de Born-Haber
2000,química,enlace_quimico,Reserva 1,Ejercicio 2 Opción B,hibridación
2000,química,enlace_quimico,Reserva 2,Ejercicio 2 Opción B,tipo de enlace
2000,química,enlace_quimico,Reserva 3,Ejercicio 2 Opción B,estructuras de Lewis
2000,química,enlace_quimico,Septiembre,Ejercicio 2 Opcion A,ecuación de Born-Landé
2024,química,equilibrio_quimico,Julio,Ejercicio B2,principio de LeChatelier
2024,química,equilibrio_quimico,Julio,Ejercicio C1,grado de disociación (dato)
2024,química,equilibrio_quimico,Junio,Ejercicio B2,principio de LeChatelier
2024,química,equilibrio_quimico,Junio,Ejercicio C1,grado de disociación (pregunta)
2024,química,equilibrio_quimico,Reserva 1,Ejercicio C1,equilibrio heterogéneo (cálculos)
2024,química,equilibrio_quimico,Reserva 2,Ejercicio C1,ecuación de 2do grado
2023,química,equilibrio_quimico,Julio,Ejercicio B2,verdadero o falso
2023,química,equilibrio_quimico,Julio,Ejercicio C1,equilibrio heterogéneo (cálculos)
2023,química,equilibrio_quimico,Junio,Ejercicio C1,grado de disociación (dato)
2023,química,equilibrio_quimico,Reserva 1,Ejercicio C1,equilibrio heterogéneo (cálculos)
2023,química,equilibrio_quimico,Reserva 2,Ejercicio C1,presiones parciales
2023,química,equilibrio_quimico,Reserva 3,Ejercicio C1,grado de disociación (dato)
2023,química,equilibrio_quimico,Reserva 4,Ejercicio B2,principio de LeChatelier
2023,química,equilibrio_quimico,Reserva 4,Ejercicio C1,ejercicios donde la solución de x es negativa
2022,química,equilibrio_quimico,Julio,Ejercicio C1,grado de disociación (dato)
2022,química,equilibrio_quimico,Junio,Ejercicio C1,equilibrio heterogéneo (cálculos)
2022,química,equilibrio_quimico,Reserva 1,Ejercicio C1,grado de disociación (pregunta)
2022,química,equilibrio_quimico,Reserva 2,Ejercicio B2,principio de LeChatelier
2022,química,equilibrio_quimico,Reserva 2,Ejercicio C1,cálculo de las constantes Kc y Kp
2022,química,equilibrio_quimico,Reserva 3,Ejercicio B2,principio de LeChatelier
2022,química,equilibrio_quimico,Reserva 3,Ejercicio C1,cálculo de las constantes Kc y Kp
2022,química,equilibrio_quimico,Reserva 4,Ejercicio C1,equilibrio heterogéneo (cálculos)
2021,química,equilibrio_quimico,Julio,Ejercicio B2,principio de LeChatelier
2021,química,equilibrio_quimico,Julio,Ejercicio C1,grado de disociación (dato)
2021,química,equilibrio_quimico,Junio,Ejercicio B2,verdadero o falso
2021,química,equilibrio_quimico,Junio,Ejercicio C1,grado de disociación (dato)
2021,química,equilibrio_quimico,Reserva 1,Ejercicio C1,equilibrio heterogéneo (cálculos)
2021,química,equilibrio_quimico,Reserva 2,Ejercicio C1,equilibrio heterogéneo (cálculos)
2021,química,equilibrio_quimico,Reserva 3,Ejercicio C1,grado de disociación (dato)
2021,química,equilibrio_quimico,Reserva 4,Ejercicio C1,presiones parciales
2020,química,equilibrio_quimico,Junio,B2,verdadero o falso
2020,química,equilibrio_quimico,Junio,C1,ecuación de 2do grado
2020,química,equilibrio_quimico,Reserva 1,Ejercicio C1,equilibrio heterogéneo
2020,química,equilibrio_quimico,Reserva 2,Ejercicio C1,presiones parciales
2020,química,equilibrio_quimico,Reserva 3,Ejercicio B2,verdadero o falso
2020,química,equilibrio_quimico,Reserva 3,Ejercicio C1,cálculo de las constantes Kc y Kp
2020,química,equilibrio_quimico,Reserva 4,Ejercicio C1,equilibrio heterogéneo (cálculos)
2020,química,equilibrio_quimico,Septiembre,C1,presiones parciales
2019,química,equilibrio_quimico,Junio,Ejercicio 3 Opción A,principio de LeChatelier
2019,química,equilibrio_quimico,Junio,Ejercicio 5 Opción B,cálculo de las constantes Kc y Kp
2019,química,equilibrio_quimico,Reserva 1,Ejercicio 5 Opción B,cálculo de las constantes Kc y Kp
2019,química,equilibrio_quimico,Reserva 2,Ejercicio 5 Opción A,equilibrio heterogéneo (cálculos)
2019,química,equilibrio_quimico,Reserva 3,Ejercicio 5 Opción B,cálculo de las constantes Kc y Kp
2019,química,equilibrio_quimico,Reserva 4,Ejercicio 5 Opción A,equilibrio heterogéneo (cálculos)
2019,química,equilibrio_quimico,Septiembre,Ejercicio 3 Opcion A,principio de LeChatelier
2019,química,equilibrio_quimico,Septiembre,Ejercicio 5 Opción B,cálculo de las constantes Kc y Kp
2018,química,equilibrio_quimico,Junio,Ejercicio 5 Opción A,cálculo de las constantes Kc y Kp
2018,química,equilibrio_quimico,Reserva 1,Ejercicio 3 Opción A,verdadero o falso
2018,química,equilibrio_quimico,Reserva 1,Ejercicio 5 Opción B,ejercicios donde la solución de x es negativa
2018,química,equilibrio_quimico,Reserva 2,Ejercicio 5 Opción B,equilibrio heterogéneo (cálculos)
2018,química,equilibrio_quimico,Reserva 3,Ejercicio 3 Opcion A,principio de LeChatelier
2018,química,equilibrio_quimico,Reserva 3,Ejercicio 5 Opción B,grado de disociación (pregunta)
2018,química,equilibrio_quimico,Reserva 4,Ejercicio 5 Opción B,equilibrio heterogéneo (cálculos)
2018,química,equilibrio_quimico,Septiembre,Ejercicio 5 Opción A,ecuación de 2do grado
2017,química,equilibrio_quimico,Junio,Ejercicio 5 Opción A,ecuación de 2do grado
2017,química,equilibrio_quimico,Reserva 1,Ejercicio 3 Opcion A,principio de LeChatelier
2017,química,equilibrio_quimico,Reserva 1,Ejercicio 5 Opción B,cálculo de las constantes Kc y Kp
2017,química,equilibrio_quimico,Reserva 2,Ejercicio 3 Opción A,verdadero o falso
2017,química,equilibrio_quimico,Reserva 2,Ejercicio 5 Opción B,tabla en función de alfa
2017,química,equilibrio_quimico,Reserva 3,Ejercicio 5 Opción B,grado de disociación (dato)
2017,química,equilibrio_quimico,Reserva 4,Ejercicio 5 Opción A,ejercicios donde la solución de x es negativa
2017,química,equilibrio_quimico,Septiembre,Ejercicio 5 Opción B,equilibrio heterogéneo (cálculos)
2016,química,equilibrio_quimico,Junio,Ejercicio 6 Opción A,cálculo de las constantes Kc y Kp
2016,química,equilibrio_quimico,Reserva 2,Ejercicio 5 Opción B,presiones parciales
2016,química,equilibrio_quimico,Reserva 3,Ejercicio 3 Opción A,principio de LeChatelier
2016,química,equilibrio_quimico,Reserva 3,Ejercicio 6 Opción B,presiones parciales
2016,química,equilibrio_quimico,Septiembre,Ejercicio 3 Opcion A,verdadero o falso
2015,química,equilibrio_quimico,Junio,Ejercicio 5 Opción B,equilibrio heterogéneo (cálculos)
2015,química,equilibrio_quimico,Reserva 1,Ejercicio 6 Opción A,grado de disociación (dato)
2015,química,equilibrio_quimico,Reserva 2,Ejercicio 6 Opción B,cálculo de las constantes Kc y Kp
2015,química,equilibrio_quimico,Reserva 3,Ejercicio 3 Opcion A,verdadero o falso
2015,química,equilibrio_quimico,Reserva 3,Ejercicio 6 Opción B,presiones parciales
2015,química,equilibrio_quimico,Reserva 4,Ejercicio 3 Opcion A,principio de LeChatelier
2014,química,equilibrio_quimico,Junio,Ejercicio 3 Opción A,principio de LeChatelier
2014,química,equilibrio_quimico,Reserva 1,Ejercicio 3 Opción A,principio de LeChatelier
2014,química,equilibrio_quimico,Reserva 1,Ejercicio 6 Opción B,cálculo de las constantes Kc y Kp
2014,química,equilibrio_quimico,Reserva 2,Ejercicio 5 Opción B,grado de disociación (pregunta)
2014,química,equilibrio_quimico,Reserva 3,Ejercicio 6 Opción A,equilibrio heterogéneo (cálculos)
2014,química,equilibrio_quimico,Septiembre,Ejercicio 6 Opción B,equilibrio heterogéneo (cálculos)
2013,química,equilibrio_quimico,Junio,Ejercicio 6 Opción B,ecuación de 2do grado
2013,química,equilibrio_quimico,Reserva 1,Ejercicio 5 Opción B,cálculo de las constantes Kc y Kp
2013,química,equilibrio_quimico,Reserva 2,Ejercicio 3 Opcion A,principio de LeChatelier
2013,química,equilibrio_quimico,Reserva 3,Ejercicio 3 Opción A,verdadero o falso
2013,química,equilibrio_quimico,Reserva 3,Ejercicio 6 Opción B,ejercicios donde la solución de x es negativa
2013,química,equilibrio_quimico,Septiembre,Ejercicio 6 Opción A,grado de disociación (dato)
2012,química,equilibrio_quimico,Junio,Ejercicio 5 Opción B,grado de disociación (pregunta)
2012,química,equilibrio_quimico,Reserva 1,Ejercicio 6 Opción A,grado de disociación (dato)
2012,química,equilibrio_quimico,Reserva 2,Ejercicio 3 Opción A,principio de LeChatelier
2012,química,equilibrio_quimico,Reserva 2,Ejercicio 6 Opción B,equilibrio heterogéneo (cálculos)
2012,química,equilibrio_quimico,Reserva 3,Ejercicio 3 Opción A,principio de LeChatelier
2012,química,equilibrio_quimico,Septiembre,Ejercicio 6 Opción B,ecuación de 2do grado
2011,química,equilibrio_quimico,Junio,Ejercicio 3 Opción A,principio de LeChatelier
2011,química,equilibrio_quimico,Junio,Ejercicio 6 Opción B,cálculo de las constantes Kc y Kp
2011,química,equilibrio_quimico,Reserva 1,Ejercicio 6 Opción B,ecuación de 2do grado
2011,química,equilibrio_quimico,Reserva 2,Ejercicio 5 Opción B,ejercicios donde la solución de x es negativa
2011,química,equilibrio_quimico,Reserva 3,Ejercicio 6 Opción A,equilibrio heterogéneo (cálculos)
2011,química,equilibrio_quimico,Reserva 4,Ejercicio 3 Opcion A,principio de LeChatelier
2010,química,equilibrio_quimico,Junio,Ejercicio 5 Opción B,cálculo de las constantes Kc y Kp
2010,química,equilibrio_quimico,Reserva 1,Ejercicio 6 Opción A,grado de disociación (pregunta)
2010,química,equilibrio_quimico,Reserva 2,Ejercicio 6 Opción B,equilibrio heterogéneo (cálculos)
2010,química,equilibrio_quimico,Reserva 3,Ejercicio 3 Opción A,verdadero o falso
2010,química,equilibrio_quimico,Septiembre,Ejercicio 3 Opción A,principio de LeChatelier
2010,química,equilibrio_quimico,Septiembre,Ejercicio 6 Opción B,ecuación de 2do grado
2009,química,equilibrio_quimico,Junio,Ejercicio 6 Opción B,grado de disociación (dato)
2009,química,equilibrio_quimico,Reserva 1,Ejercicio 3 Opcion A,principio de LeChatelier
2009,química,equilibrio_quimico,Reserva 1,Ejercicio 6 Opción B,grado de disociación (pregunta)
2009,química,equilibrio_quimico,Reserva 2,Ejercicio 3 Opción A,cálculo de las constantes Kc y Kp
2009,química,equilibrio_quimico,Reserva 2,Ejercicio 5 Opción B,cálculo de las constantes Kc y Kp
2009,química,equilibrio_quimico,Reserva 3,Ejercicio 6 Opción A,equilibrio heterogéneo (cálculos)
2009,química,equilibrio_quimico,Septiembre,Ejercicio 3 Opción A,principio de LeChatelier
2009,química,equilibrio_quimico,Septiembre,Ejercicio 5 Opción B,cálculo de las constantes Kc y Kp
2008,química,equilibrio_quimico,Reserva 1,Ejercicio 6 Opción A,presiones parciales
2008,química,equilibrio_quimico,Reserva 2,Ejercicio 3 Opción A,principio de LeChatelier
2008,química,equilibrio_quimico,Reserva 2,Ejercicio 6 Opción B,equilibrio heterogéneo
2008,química,equilibrio_quimico,Reserva 3,Ejercicio 3 Opción A,cálculo de las constantes Kc y Kp
2008,química,equilibrio_quimico,Reserva 3,Ejercicio 5 Opción B,ecuación de 2do grado
2008,química,equilibrio_quimico,Reserva 4,Ejercicio 3 Opcion A,principio de LeChatelier
2008,química,equilibrio_quimico,Reserva 4,Ejercicio 5 Opción B,cálculo de las constantes Kc y Kp
2008,química,equilibrio_quimico,Septiembre,Ejercicio 6 Opción B,grado de disociación (dato)
2007,química,equilibrio_quimico,Junio,Ejercicio 6 Opción B,grado de disociación (pregunta)
2007,química,equilibrio_quimico,Reserva 1,Ejercicio 3 Opcion A,principio de LeChatelier
2007,química,equilibrio_quimico,Reserva 1,Ejercicio 5 Opción B,presiones parciales
2007,química,equilibrio_quimico,Reserva 2,Ejercicio 6 Opción A,equilibrio heterogéneo
2007,química,equilibrio_quimico,Reserva 4,Ejercicio 3 Opción A,principio de LeChatelier
2007,química,equilibrio_quimico,Reserva 4,Ejercicio 6 Opción B,equilibrio heterogéneo
2007,química,equilibrio_quimico,Septiembre,Ejercicio 3 Opcion A,cálculo de las constantes Kc y Kp
2007,química,equilibrio_quimico,Septiembre,Ejercicio 5 Opción B,equilibrio heterogéneo (cálculos)
2006,química,equilibrio_quimico,Junio,Ejercicio 6 Opción A,cálculo de las constantes Kc y Kp
2006,química,equilibrio_quimico,Reserva 2,Ejercicio 3 Opción A,verdadero o falso
2006,química,equilibrio_quimico,Reserva 2,Ejercicio 5 Opción B,cálculo de las constantes Kc y Kp
2006,química,equilibrio_quimico,Reserva 3,Ejercicio 3 Opción A,principio de LeChatelier
2006,química,equilibrio_quimico,Reserva 3,Ejercicio 5 Opción B,grado de disociación (dato)
2006,química,equilibrio_quimico,Reserva 4,Ejercicio 3 Opción A,principio de LeChatelier
2006,química,equilibrio_quimico,Reserva 4,Ejercicio 6 Opción B,presiones parciales
2006,química,equilibrio_quimico,Septiembre,Ejercicio 6 Opción B,cálculo de las constantes Kc y Kp
2005,química,equilibrio_quimico,Junio,Ejercicio 6 Opción B,ecuación de 2do grado
2005,química,equilibrio_quimico,Reserva 1,Ejercicio 3 Opción A,verdadero o falso
2005,química,equilibrio_quimico,Reserva 1,Ejercicio 5 Opción B,grado de disociación (pregunta)
2005,química,equilibrio_quimico,Reserva 2,Ejercicio 3 Opción A,verdadero o falso
2005,química,equilibrio_quimico,Reserva 2,Ejercicio 5 Opción B,equilibrio heterogéneo (cálculos)
2005,química,equilibrio_quimico,Reserva 4,Ejercicio 6 Opción B,tabla en función de alfa
2005,química,equilibrio_quimico,Septiembre,Ejercicio 3 Opción A,principio de LeChatelier
2005,química,equilibrio_quimico,Septiembre,Ejercicio 6 Opción B,grado de disociación (dato)
2004,química,equilibrio_quimico,Junio,Ejercicio 6 Opción B,cálculo de las constantes Kc y Kp
2004,química,equilibrio_quimico,Reserva 1,Ejercicio 3 Opción A,verdadero o falso
2004,química,equilibrio_quimico,Reserva 1,Ejercicio 5 Opción B,cálculo de las constantes Kc y Kp
2004,química,equilibrio_quimico,Reserva 2,Ejercicio 6 Opción B,equilibrio heterogéneo (cálculos)
2004,química,equilibrio_quimico,Reserva 4,Ejercicio 3 Opcion A,principio de LeChatelier
2004,química,equilibrio_quimico,Reserva 4,Ejercicio 5 Opción B,cálculo de las constantes Kc y Kp
2004,química,equilibrio_quimico,Septiembre,Ejercicio 3 Opción A,principio de LeChatelier
2004,química,equilibrio_quimico,Septiembre,Ejercicio 6 Opción B,grado de disociación (pregunta)
2003,química,equilibrio_quimico,Junio,Ejercicio 6 Opción A,grado de disociación (pregunta)
2003,química,equilibrio_quimico,Reserva 1,Ejercicio 3 Opcion A,
2003,química,equilibrio_quimico,Reserva 1,Ejercicio 5 Opción B,presiones parciales
2003,química,equilibrio_quimico,Reserva 2,Ejercicio 6 Opcion A,cálculo de las constantes Kc y Kp
2003,química,equilibrio_quimico,Reserva 3,Ejercicio 6 Opción B,grado de disociación (pregunta)
2003,química,equilibrio_quimico,Reserva 4,Ejercicio 3 Opcion A,principio de LeChatelier
2003,química,equilibrio_quimico,Reserva 4,Ejercicio 5 Opción B,grado de disociación (pregunta)
2003,química,equilibrio_quimico,Septiembre,Ejercicio 3 Opción A,principio de LeChatelier
2003,química,equilibrio_quimico,Septiembre,Ejercicio 6 Opción B,equilibrio heterogéneo (cálculos)
2002,química,equilibrio_quimico,Junio,Ejercicio 3 Opcióon A,verdadero o falso
